LoanRange, LoanAmount , BusinessName ,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"j <$10,000"," $5,000 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/2/20,"Wells Fargo Bank, National Association",MT - 00
"j <$10,000"," $4,983 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,448150,Corporation,Unanswered,Unanswered,Unanswered,,2,4/10/20,First Interstate Bank,MT - 00
"j <$10,000"," $4,873 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,Sky FCU,MT - 00
"j <$10,000"," $4,800 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,321999,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,4/4/20,American Bank,MT - 00
"j <$10,000"," $4,792 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/27/20,First Interstate Bank,MT - 00
"j <$10,000"," $4,700 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,811310,Corporation,Unanswered,Unanswered,Unanswered,,1,4/13/20,Bank of the Rockies,MT - 00
"j <$10,000"," $4,600 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,813319,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,1,4/27/20,American Bank,MT - 00
"j <$10,000"," $4,562 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541490,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/26/20,First Interstate Bank,MT - 00
"j <$10,000"," $4,500 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,453110,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,2,4/27/20,American Bank,MT - 00
"j <$10,000"," $4,400 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,236115,Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,Bank of the Rockies,MT - 00
"j <$10,000"," $4,302 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/29/20,First Interstate Bank,MT - 00
"j <$10,000"," $4,300 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/10/20,Bank of the Rockies,MT - 00
"j <$10,000"," $4,300 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Bank of Bozeman,MT - 00
"j <$10,000"," $4,291 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,453310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/13/20,First Interstate Bank,MT - 00
"j <$10,000"," $4,235 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,236115,Partnership,Unanswered,Unanswered,Unanswered,,,4/29/20,First Interstate Bank,MT - 00
"j <$10,000"," $4,000 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,238350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/23/20,First Interstate Bank,MT - 00
"j <$10,000"," $4,000 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,236115,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,5/12/20,Manhattan Bank,MT - 00
"j <$10,000"," $4,000 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812112,Corporation,Unanswered,Unanswered,Unanswered,,1,4/8/20,Bank of the Rockies,MT - 00
"j <$10,000"," $3,980 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,339116,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/5/20,"Wells Fargo Bank, National Association",MT - 00
"j <$10,000"," $3,892 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/30/20,"U.S. Bank, National Association",MT - 00
"j <$10,000"," $3,868 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,531130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,809 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,621420,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/16/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,800 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,485999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/20,Bank of the Rockies,MT - 00
"j <$10,000"," $3,775 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,712110,Corporation,Unanswered,Unanswered,Unanswered,,1,4/13/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,750 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,443141,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/15/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,742 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,6/16/20,Celtic Bank Corporation,MT - 00
"j <$10,000"," $3,700 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,114111,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,4/15/20,Glacier Bank,MT - 00
"j <$10,000"," $3,700 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,512110,Corporation,Unanswered,Unanswered,Unanswered,,1,6/4/20,Bank of the Rockies,MT - 00
"j <$10,000"," $3,700 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,238160,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/28/20,Bank of the Rockies,MT - 00
"j <$10,000"," $3,698 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/30/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,650 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
"j <$10,000"," $3,532 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,316998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/8/20,WebBank,MT - 00
"j <$10,000"," $3,500 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,484121,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,4/9/20,First Federal Bank & Trust,MT - 00
"j <$10,000"," $3,459 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,5/3/20,Cross River Bank,MT - 00
"j <$10,000"," $3,400 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,493190,Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Bank of the Rockies,MT - 00
"j <$10,000"," $3,365 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,114111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/11/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,345 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,999990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
"j <$10,000"," $3,250 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4/28/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,239 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,561410,Sole Proprietorship,White,Male Owned,Unanswered,,1,4/29/20,Sky FCU,MT - 00
"j <$10,000"," $3,129 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541921,Corporation,Unanswered,Unanswered,Unanswered,,0,4/30/20,"Wells Fargo Bank, National Association",MT - 00
"j <$10,000"," $3,100 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,722515,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,6/16/20,Bank of the Rockies,MT - 00
"j <$10,000"," $3,085 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/28/20,First Interstate Bank,MT - 00
"j <$10,000"," $3,000 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,Bank of the Rockies,MT - 00
"j <$10,000"," $3,000 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,713990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Opportunity Bank of Montana,MT - 00
"j <$10,000"," $2,995 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,611519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
"j <$10,000"," $2,982 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/19/20,First Interstate Bank,MT - 00
"j <$10,000"," $2,662 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/28/20,Intuit Financing Inc.,MT - 00
"j <$10,000"," $2,645 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,813211,Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
"j <$10,000"," $2,605 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/20,First Interstate Bank,MT - 00
"j <$10,000"," $2,500 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,444130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/10/20,Opportunity Bank of Montana,MT - 00
"j <$10,000"," $2,500 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541490,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,Sky FCU,MT - 00
"j <$10,000"," $2,500 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Opportunity Bank of Montana,MT - 00
"j <$10,000"," $2,500 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/30/20,Opportunity Bank of Montana,MT - 00
"j <$10,000"," $2,500 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/30/20,Cross River Bank,MT - 00
"j <$10,000"," $2,443 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,624410,Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,First Interstate Bank,MT - 00
"j <$10,000"," $2,400 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/15/20,Bank of the Rockies,MT - 00
"j <$10,000"," $2,340 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/26/20,First Interstate Bank,MT - 00
"j <$10,000"," $2,300 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,111998,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Sky FCU,MT - 00
"j <$10,000"," $2,200 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,611110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,Bank of the Rockies,MT - 00
"j <$10,000"," $2,165 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,512110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/27/20,American Bank,MT - 00
"j <$10,000"," $2,083 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,561611,Corporation,Unanswered,Unanswered,Unanswered,,1,4/15/20,First Interstate Bank,MT - 00
"j <$10,000"," $2,083 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,332215,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/15/20,First Interstate Bank,MT - 00
"j <$10,000"," $1,900 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,621999,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/15/20,Bank of the Rockies,MT - 00
"j <$10,000"," $1,900 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,813920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/12/20,First Interstate Bank,MT - 00
"j <$10,000"," $1,768 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,713990,Self-Employed Individuals,White,Unanswered,Unanswered,,0,6/1/20,Celtic Bank Corporation,MT - 00
"j <$10,000"," $1,655 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
"j <$10,000"," $1,600 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/5/20,Bank of the Rockies,MT - 00
"j <$10,000"," $1,600 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
"j <$10,000"," $1,600 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,713990,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,4/27/20,American Bank,MT - 00
"j <$10,000"," $1,600 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,238190,Corporation,Unanswered,Unanswered,Unanswered,,1,4/8/20,Bank of the Rockies,MT - 00
"j <$10,000"," $1,400 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812990,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,5/1/20,Opportunity Bank of Montana,MT - 00
"j <$10,000"," $1,400 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,238220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Bank of the Rockies,MT - 00
"j <$10,000"," $1,320 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/29/20,First Interstate Bank,MT - 00
"j <$10,000"," $1,243 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,446120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,6/17/20,Celtic Bank Corporation,MT - 00
"j <$10,000"," $1,040 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,711190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/15/20,WebBank,MT - 00
"j <$10,000"," $1,014 ", undisclosed , undisclosed ,LIVINGSTON,MT,59047,812990,Corporation,White,Female Owned,Unanswered,,1,4/29/20,Sky FCU,MT - 00
"j <$10,000", $580 , undisclosed , undisclosed ,LIVINGSTON,MT,59047,621330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Sky FCU,MT - 00
"j <$10,000", $300 , undisclosed , undisclosed ,LIVINGSTON,MT,59047,512290,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/15/20,Glacier Bank,MT - 00
"j <$10,000"," $4,819 ", undisclosed , undisclosed ,LLOYD,MT,59535,112111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/11/20,Glacier Bank,MT - 00
"j <$10,000"," $9,500 ", undisclosed , undisclosed ,LODGE GRASS,MT,59050,112111,Sole Proprietorship,White,Male Owned,Non-Veteran,,3,4/6/20,Security State Bank,MT - 00
"j <$10,000"," $8,750 ", undisclosed , undisclosed ,LODGE GRASS,MT,59050,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 00
"j <$10,000"," $7,917 ", undisclosed , undisclosed ,LODGE GRASS,MT,59050,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/18/20,First Interstate Bank,MT - 00
"j <$10,000"," $7,459 ", undisclosed , undisclosed ,LODGE GRASS,MT,59050,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,4/27/20,First Interstate Bank,MT - 00
"j <$10,000"," $9,700 ", undisclosed , undisclosed ,LOLO,MT,59847,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/12/20,First Interstate Bank,MT - 01
"j <$10,000"," $8,900 ", undisclosed , undisclosed ,LOLO,MT,59847,238910,Independent Contractors,Unanswered,Male Owned,Unanswered,,2,4/9/20,Farmers State Bank,MT - 01
"j <$10,000"," $8,333 ", undisclosed , undisclosed ,LOLO,MT,59847,311411,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/30/20,"Wells Fargo Bank, National Association",MT - 01
"j <$10,000"," $8,300 ", undisclosed , undisclosed ,LOLO,MT,59847,238320,Self-Employed Individuals,White,Male Owned,Non-Veteran,,1,4/27/20,TrailWest Bank,MT - 01
"j <$10,000"," $7,500 ", undisclosed , undisclosed ,LOLO,MT,59847,336411,Corporation,White,Male Owned,Non-Veteran,,1,4/14/20,TrailWest Bank,MT - 01
"j <$10,000"," $7,500 ", undisclosed , undisclosed ,LOLO,MT,59847,453998,Sole Proprietorship,White,Male Owned,Non-Veteran,,2,4/28/20,TrailWest Bank,MT - 01
"j <$10,000"," $7,030 ", undisclosed , undisclosed ,LOLO,MT,59847,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/28/20,"Wells Fargo Bank, National Association",MT - 01
"j <$10,000"," $6,380 ", undisclosed , undisclosed ,LOLO,MT,59847,624410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 01
"j <$10,000"," $6,200 ", undisclosed , undisclosed ,LOLO,MT,59847,488510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/27/20,TrailWest Bank,MT - 01
"j <$10,000"," $5,956 ", undisclosed , undisclosed ,LOLO,MT,59847,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/24/20,Montana Community Development Corp.,MT - 01
"j <$10,000"," $5,800 ", undisclosed , undisclosed ,LOLO,MT,59847,811121,Subchapter S Corporation,White,Male Owned,Unanswered,,1,4/15/20,Clearwater FCU,MT - 01
"j <$10,000"," $5,700 ", undisclosed , undisclosed ,LOLO,MT,59847,423110,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,4,4/6/20,Clearwater FCU,MT - 01
"j <$10,000"," $5,700 ", undisclosed , undisclosed ,LOLO,MT,59847,811118,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,4/14/20,TrailWest Bank,MT - 01
"j <$10,000"," $5,500 ", undisclosed , undisclosed ,LOLO,MT,59847,812112,Corporation,White,Female Owned,Unanswered,,1,4/14/20,Clearwater FCU,MT - 01
"j <$10,000"," $4,900 ", undisclosed , undisclosed ,LOLO,MT,59847,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/6/20,Clearwater FCU,MT - 01
"j <$10,000"," $4,600 ", undisclosed , undisclosed ,LOLO,MT,59847,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/15/20,Glacier Bank,MT - 01
"j <$10,000"," $4,600 ", undisclosed , undisclosed ,LOLO,MT,59847,624410,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1,4/14/20,TrailWest Bank,MT - 01
"j <$10,000"," $4,300 ", undisclosed , undisclosed ,LOLO,MT,59847,112990,Partnership,Unanswered,Female Owned,Unanswered,,1,4/4/20,Stockman Bank of Montana,MT - 01
"j <$10,000"," $3,900 ", undisclosed , undisclosed ,LOLO,MT,59847,541519,Sole Proprietorship,White,Female Owned,Unanswered,,1,4/28/20,Clearwater FCU,MT - 01
"j <$10,000"," $3,720 ", undisclosed , undisclosed ,LOLO,MT,59847,236118,Corporation,Unanswered,Unanswered,Unanswered,,1,4/14/20,First Interstate Bank,MT - 01
"j <$10,000"," $3,600 ", undisclosed , undisclosed ,LOLO,MT,59847,561730,Sole Proprietorship,White,Male Owned,Non-Veteran,,3,4/27/20,TrailWest Bank,MT - 01
"j <$10,000"," $3,500 ", undisclosed , undisclosed ,LOLO,MT,59847,541512,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,4/27/20,Farmers State Bank,MT - 01
"j <$10,000"," $3,300 ", undisclosed , undisclosed ,LOLO,MT,59847,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/29/20,Glacier Bank,MT - 01
"j <$10,000"," $3,100 ", undisclosed , undisclosed ,LOLO,MT,59847,561611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/10/20,Stockman Bank of Montana,MT - 01
"j <$10,000"," $2,512 ", undisclosed , undisclosed ,LOLO,MT,59847,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/15/20,"Wells Fargo Bank, National Association",MT - 01
"j <$10,000"," $2,466 ", undisclosed , undisclosed ,LOLO,MT,59847,441120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/29/20,Montana Community Development Corp.,MT - 01
"j <$10,000"," $2,100 ", undisclosed , undisclosed ,LOLO,MT,59847,112111,Partnership,Unanswered,Unanswered,Unanswered,,1,4/4/20,Stockman Bank of Montana,MT - 01
"j <$10,000"," $2,100 ", undisclosed , undisclosed ,LOLO,MT,59847,448190,Corporation,Unanswered,Female Owned,Unanswered,,2,4/28/20,TrailWest Bank,MT - 01
"j <$10,000"," $1,800 ", undisclosed , undisclosed ,LOLO,MT,59847,541618,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,4/28/20,TrailWest Bank,MT - 01
"j <$10,000"," $1,700 ", undisclosed , undisclosed ,LOLO,MT,59847,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/14/20,Glacier Bank,MT - 01
"j <$10,000"," $1,124 ", undisclosed , undisclosed ,LOLO,MT,59847,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/3/20,Celtic Bank Corporation,MT - 01
"j <$10,000", $450 , undisclosed , undisclosed ,LOLO,MT,59847,541110,Sole Proprietorship,White,Female Owned,Non-Veteran,,1,4/28/20,TrailWest Bank,MT - 01
"j <$10,000"," $8,750 ", undisclosed , undisclosed ,LOMA,MT,59460,111140,Corporation,Unanswered,Unanswered,Unanswered,,2,5/5/20,Glacier Bank,MT - 00
"j <$10,000"," $3,422 ", undisclosed , undisclosed ,LOMA,MT,59460,541930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
"j <$10,000"," $2,420 ", undisclosed , undisclosed ,LOMA,MT,59460,111140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/30/20,Glacier Bank,MT - 00
"j <$10,000"," $9,800 ", undisclosed , undisclosed ,MALTA,MT,59538,531210,Corporation,Unanswered,Unanswered,Unanswered,,2,4/9/20,Bank of the Rockies,MT - 00
"j <$10,000"," $9,791 ", undisclosed , undisclosed ,MALTA,MT,59538,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/15/20,The First State Bank of Malta,MT - 00
