 LoanAmount ,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
" $5,680 ",HAVRE,MT,59501,524298,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/7/20,Stockman Bank of Montana,MT - 00
" $5,680 ",WHITEHALL,MT,59759,236115,Sole Proprietorship,White,Male Owned,Unanswered,,1,4/30/20,Stockman Bank of Montana,MT - 00
" $5,678 ",MISSOULA,MT,59802,541320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/29/20,First Interstate Bank,MT - 00
" $5,677 ",COHAGEN,MT,59322,112111,Corporation,Unanswered,Unanswered,Unanswered,,2,6/12/20,Stockman Bank of Montana,MT - 00
" $5,670 ",KALISPELL,MT,59903,541110,Corporation,Unanswered,Unanswered,Unanswered,,2,5/18/20,First Interstate Bank,MT - 00
" $5,667 ",MISSOULA,MT,59803,621340,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,1,4/8/20,Clearwater FCU,MT - 00
" $5,665 ",POPLAR,MT,59255,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/8/20,First Community Bank,MT - 00
" $5,660 ",LIMA,MT,59739,236115,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $5,655 ",MILES CITY,MT,59301,541618,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,654 ",MALTA,MT,59538,112111,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,1,4/27/20,The First State Bank of Malta,MT - 00
" $5,647 ",DRUMMOND,MT,59832,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/30/20,First Interstate Bank,MT - 00
" $5,638 ",BUTTE,MT,59701,813410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/3/20,"U.S. Bank, National Association",MT - 00
" $5,633 ",DEER LODGE,MT,59722,811310,Sole Proprietorship,White,Male Owned,Unanswered,,2,5/7/20,First Security Bank of Deer Lodge,MT - 00
" $5,632 ",MISSOULA,MT,59801,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/26/20,First Interstate Bank,MT - 00
" $5,628 ",BOZEMAN,MT,59715,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,4/15/20,First Interstate Bank,MT - 00
" $5,625 ",COLSTRIP,MT,59323,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,4/15/20,First Interstate Bank,MT - 00
" $5,625 ",BILLINGS,MT,59101,811310,Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,625 ",BIGFORK,MT,59911,531120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/8/20,First Interstate Bank,MT - 00
" $5,625 ",GERALDINE,MT,59446,111140,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,6/19/20,Glacier Bank,MT - 00
" $5,621 ",FAIRFIELD,MT,59436,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/3/20,"U.S. Bank, National Association",MT - 00
" $5,618 ",BOZEMAN,MT,59718,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/29/20,First Interstate Bank,MT - 00
" $5,614 ",WINIFRED,MT,59489,112111,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,5/4/20,Glacier Bank,MT - 00
" $5,612 ",BILLINGS,MT,59102,812990,Independent Contractors,Unanswered,Unanswered,Unanswered,,0,4/30/20,Celtic Bank Corporation,MT - 00
" $5,610 ",GALLATIN GATEWAY,MT,59730,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/22/20,Montana Community Development Corp.,MT - 00
" $5,608 ",MISSOULA,MT,59801,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,First Interstate Bank,MT - 00
" $5,603 ",GREAT FALLS,MT,59404,713990,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,5,6/15/20,"Kabbage, Inc.",MT - 00
" $5,600 ",MISSOULA,MT,59804,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/22/20,Glacier Bank,MT - 00
" $5,600 ",HELENA,MT,59601,531210,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,2,4/15/20,Glacier Bank,MT - 00
" $5,600 ",GREAT FALLS,MT,59404,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/15/20,Glacier Bank,MT - 00
" $5,600 ",KALISPELL,MT,59901,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/15/20,Glacier Bank,MT - 00
" $5,600 ",GREAT FALLS,MT,59404,999990,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,2,4/28/20,Opportunity Bank of Montana,MT - 00
" $5,600 ",BILLINGS,MT,59102,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,The Yellowstone Bank,MT - 00
" $5,600 ",BOZEMAN,MT,59718,812112,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,1,4/29/20,Manhattan Bank,MT - 00
" $5,600 ",HELENA,MT,59602,811113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Glacier Bank,MT - 00
" $5,600 ",STEVENSVILLE,MT,59870,811198,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/29/20,Clearwater FCU,MT - 00
" $5,600 ",HAMILTON,MT,59840,523930,Corporation,White,Male Owned,Unanswered,,2,4/3/20,Farmers State Bank,MT - 00
" $5,600 ",GREAT FALLS,MT,59405,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $5,600 ",HELENA,MT,59601,332813,Corporation,Unanswered,Male Owned,Non-Veteran,,1,4/27/20,Glacier Bank,MT - 00
" $5,600 ",BRADY,MT,59416,111140,Corporation,White,Female Owned,Unanswered,,2,5/11/20,Opportunity Bank of Montana,MT - 00
" $5,600 ",HOMESTEAD,MT,59242,332710,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,5/11/20,First Community Bank,MT - 00
" $5,600 ",MISSOULA,MT,59803,621330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/27/20,Clearwater FCU,MT - 00
" $5,600 ",BILLINGS,MT,59102,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/27/20,Glacier Bank,MT - 00
" $5,600 ",HELENA,MT,59602,711510,Corporation,Unanswered,Unanswered,Unanswered,,1,5/12/20,Glacier Bank,MT - 00
" $5,600 ",COLUMBIA FALLS,MT,59912,451120,Corporation,Unanswered,Male Owned,Unanswered,,5,5/12/20,Freedom Bank,MT - 00
" $5,600 ",BILLINGS,MT,59102,236220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/14/20,Glacier Bank,MT - 00
" $5,600 ",KALISPELL,MT,59901,811211,Corporation,Unanswered,Male Owned,Unanswered,,16,4/14/20,Glacier Bank,MT - 00
" $5,600 ",MISSOULA,MT,59801,238330,Corporation,Unanswered,Unanswered,Unanswered,,1,6/16/20,Glacier Bank,MT - 00
" $5,600 ",BOZEMAN,MT,59715,238990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/28/20,Madison Valley Bank,MT - 00
" $5,600 ",BILLINGS,MT,59102,111199,Partnership,Unanswered,Unanswered,Unanswered,,3,4/30/20,Cross River Bank,MT - 00
" $5,600 ",HELENA,MT,59601,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/7/20,Glacier Bank,MT - 00
" $5,600 ",MISSOULA,MT,59802,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/30/20,Glacier Bank,MT - 00
" $5,600 ",BOZEMAN,MT,59718,711310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1,4/30/20,Stockman Bank of Montana,MT - 00
" $5,600 ",DILLON,MT,59725,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/30/20,The Bank of Commerce,MT - 00
" $5,600 ",WILSALL,MT,59086,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/7/20,Bank of the Rockies,MT - 00
" $5,600 ",MISSOULA,MT,59801,541922,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,4/14/20,Farmers State Bank,MT - 00
" $5,600 ",STEVENSVILLE,MT,59870,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/30/20,Glacier Bank,MT - 00
" $5,600 ",WESTBY,MT,59275,111140,Corporation,Unanswered,Unanswered,Unanswered,,1,4/30/20,Stockman Bank of Montana,MT - 00
" $5,600 ",WEST YELLOWSTONE,MT,59758,541310,Corporation,Unanswered,Unanswered,Unanswered,,1,4/8/20,Glacier Bank,MT - 00
" $5,600 ",BOULDER,MT,59632,722511,Corporation,Unanswered,Unanswered,Unanswered,,3,4/8/20,Madison Valley Bank,MT - 00
" $5,600 ",BUTTE,MT,59701,812910,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,1,4/28/20,"First Montana Bank, Inc.",MT - 00
" $5,600 ",MISSOULA,MT,59808,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,600 ",BILLINGS,MT,59102,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/2/20,Beartooth Bank,MT - 00
" $5,600 ",MISSOULA,MT,59803,812112,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,1,4/15/20,Glacier Bank,MT - 00
" $5,600 ",EMIGRANT,MT,59027,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/9/20,Bank of the Rockies,MT - 00
" $5,600 ",MISSOULA,MT,59801,611620,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,4/9/20,Glacier Bank,MT - 00
" $5,600 ",CORAM,MT,59913,721211,Corporation,Unanswered,Unanswered,Unanswered,,2,4/15/20,Freedom Bank,MT - 00
" $5,597 ",BOZEMAN,MT,59718,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/8/20,First Interstate Bank,MT - 00
" $5,593 ",CIRCLE,MT,59215,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Grasslands FCU,MT - 00
" $5,588 ",BOZEMAN,MT,59715,445299,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/15/20,First Interstate Bank,MT - 00
" $5,580 ",STANFORD,MT,59479,112111,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,2,5/21/20,Stockman Bank of Montana,MT - 00
" $5,580 ",STEVENSVILLE,MT,59870,492210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/14/20,Montana Community Development Corp.,MT - 00
" $5,580 ",CLANCY,MT,59634,237110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,1,4/9/20,Stockman Bank of Montana,MT - 00
" $5,578 ",FLOWEREE,MT,59440,111998,Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,First Interstate Bank,MT - 00
" $5,578 ",MISSOULA,MT,59801,423930,Corporation,Unanswered,Unanswered,Unanswered,,3,4/6/20,Clearwater FCU,MT - 00
" $5,577 ",BOZEMAN,MT,59718,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/10/20,Madison Valley Bank,MT - 00
" $5,575 ",BOZEMAN,MT,59718,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 00
" $5,575 ",BOZEMAN,MT,59718,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,563 ",BOZEMAN,MT,59715,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,6/26/20,"Wells Fargo Bank, National Association",MT - 00
" $5,562 ",BELGRADE,MT,59714,238110,Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,Glacier Bank,MT - 00
" $5,561 ",FORSYTH,MT,59327,811310,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,0,6/22/20,"Wells Fargo Bank, National Association",MT - 00
" $5,556 ",BILLINGS,MT,59102,711120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/20,"Wells Fargo Bank, National Association",MT - 00
" $5,555 ",BOZEMAN,MT,59715,446191,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/4/20,First Interstate Bank,MT - 00
" $5,552 ",BILLINGS,MT,59105,531390,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,6/16/20,Montana Community Development Corp.,MT - 00
" $5,549 ",BOZEMAN,MT,59715,611630,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/3/20,"U.S. Bank, National Association",MT - 00
" $5,545 ",SCOBEY,MT,59263,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,Independence Bank,MT - 00
" $5,540 ",BILLINGS,MT,59105,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/5/20,Celtic Bank Corporation,MT - 00
" $5,538 ",LIVINGSTON,MT,59047,114111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,537 ",BOZEMAN,MT,59718,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/30/20,Celtic Bank Corporation,MT - 00
" $5,535 ",GRASS RANGE,MT,59032,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/18/20,Glacier Bank,MT - 00
" $5,531 ",DEER LODGE,MT,59722,112130,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,4/15/20,First Security Bank of Deer Lodge,MT - 00
" $5,530 ",SAVAGE,MT,59262,111991,Corporation,Unanswered,Male Owned,Unanswered,,3,4/28/20,Stockman Bank of Montana,MT - 00
" $5,530 ",MALTA,MT,59538,112130,Corporation,Unanswered,Female Owned,Unanswered,,2,4/9/20,The First State Bank of Malta,MT - 00
" $5,520 ",BOZEMAN,MT,59715,512131,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,6/26/20,First Interstate Bank,MT - 00
" $5,515 ",CUT BANK,MT,59427,111140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/11/20,Glacier Bank,MT - 00
" $5,515 ",MALTA,MT,59538,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/25/20,Glacier Bank,MT - 00
" $5,510 ",BOZEMAN,MT,59718,713990,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $5,510 ",BILLINGS,MT,59101,713110,Corporation,Unanswered,Unanswered,Unanswered,,6,4/8/20,First Interstate Bank,MT - 00
" $5,508 ",MISSOULA,MT,59801,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 00
" $5,504 ",KALISPELL,MT,59903,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/28/20,Montana Community Development Corp.,MT - 00
" $5,500 ",DEER LODGE,MT,59722,112111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/15/20,Peoples Bank of Deer Lodge,MT - 00
" $5,500 ",BOZEMAN,MT,59718,541310,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,1,4/15/20,Stockman Bank of Montana,MT - 00
" $5,500 ",GREAT FALLS,MT,59405,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/28/20,Cache Valley Bank,MT - 00
" $5,500 ",FLORENCE,MT,59833,541213,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1,5/5/20,Farmers State Bank,MT - 00
" $5,500 ",PHILIPSBURG,MT,59858,811121,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,1,4/10/20,"Granite Mountain Bank, Inc.",MT - 00
" $5,500 ",BELGRADE,MT,59714,711219,Independent Contractors,White,Male Owned,Unanswered,,1,4/10/20,Stockman Bank of Montana,MT - 00
" $5,500 ",EAST GLACIER PARK,MT,59434,541519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $5,500 ",GREAT FALLS,MT,59405,423990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/6/20,Stockman Bank of Montana,MT - 00
" $5,500 ",BLACK EAGLE,MT,59414,722330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Stockman Bank of Montana,MT - 00
" $5,500 ",BOZEMAN,MT,59715,611519,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/11/20,Glacier Bank,MT - 00
" $5,500 ",MALTA,MT,59538,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5/8/20,The First State Bank of Malta,MT - 00
" $5,500 ",BILLINGS,MT,59101,236115,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,5/8/20,Stockman Bank of Montana,MT - 00
" $5,500 ",MISSOULA,MT,59808,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/13/20,First Interstate Bank,MT - 00
" $5,500 ",ANACONDA,MT,59711,541213,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $5,500 ",LIMA,MT,59739,112130,Independent Contractors,White,Male Owned,Unanswered,,1,6/14/20,Stockman Bank of Montana,MT - 00
" $5,500 ",BILLINGS,MT,59102,453220,Corporation,Unanswered,Male Owned,Non-Veteran,,2,4/29/20,Glacier Bank,MT - 00
" $5,500 ",HELENA,MT,59601,541511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Glacier Bank,MT - 00
" $5,500 ",LAKE MC DONALD,MT,59921,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/29/20,Three Rivers Bank of Montana,MT - 00
" $5,500 ",HARLEM,MT,59526,484121,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/28/20,"Bank of Bridger, National Association",MT - 00
" $5,500 ",HAMILTON,MT,59840,425120,Corporation,White,Male Owned,Unanswered,,1,4/29/20,TrailWest Bank,MT - 00
" $5,500 ",BILLINGS,MT,59106,812191,Corporation,White,Female Owned,Non-Veteran,,4,4/3/20,Stockman Bank of Montana,MT - 00
" $5,500 ",MISSOULA,MT,59808,541219,Corporation,White,Male Owned,Unanswered,,2,4/4/20,Stockman Bank of Montana,MT - 00
" $5,500 ",MISSOULA,MT,59808,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/4/20,Glacier Bank,MT - 00
" $5,500 ",BILLINGS,MT,59102,236117,Corporation,Unanswered,Unanswered,Unanswered,,1,4/27/20,Stockman Bank of Montana,MT - 00
" $5,500 ",WHITEFISH,MT,59937,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/29/20,Glacier Bank,MT - 00
" $5,500 ",WHITE SULPHUR SPRINGS,MT,59645,711510,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,1,4/5/20,Glacier Bank,MT - 00
" $5,500 ",LEWISTOWN,MT,59457,811111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/13/20,Bank of the Rockies,MT - 00
" $5,500 ",BELGRADE,MT,59714,113310,Corporation,White,Male Owned,Non-Veteran,,2,4/27/20,Opportunity Bank of Montana,MT - 00
" $5,500 ",GREAT FALLS,MT,59401,531210,Subchapter S Corporation,White,Male Owned,Veteran,,3,4/27/20,Stockman Bank of Montana,MT - 00
" $5,500 ",LIBBY,MT,59923,561790,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/27/20,"First Montana Bank, Inc.",MT - 00
" $5,500 ",BILLINGS,MT,59102,611610,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6,4/27/20,Glacier Bank,MT - 00
" $5,500 ",BILLINGS,MT,59102,541618,Partnership,Unanswered,Unanswered,Unanswered,,3,4/27/20,Glacier Bank,MT - 00
" $5,500 ",THOMPSON FALLS,MT,59873,541219,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,6/29/20,Valley Bank of Ronan,MT - 00
" $5,500 ",ROBERTS,MT,59070,541110,Corporation,Unanswered,Unanswered,Unanswered,,1,4/30/20,Glacier Bank,MT - 00
" $5,500 ",BILLINGS,MT,59101,541690,Corporation,Unanswered,Unanswered,Unanswered,,1,4/30/20,Glacier Bank,MT - 00
" $5,500 ",LIVINGSTON,MT,59047,445110,Partnership,Unanswered,Unanswered,Unanswered,,5,4/28/20,First Interstate Bank,MT - 00
" $5,500 ",BELGRADE,MT,59714,624410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/7/20,Glacier Bank,MT - 00
" $5,500 ",CHESTER,MT,59522,211120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,3,4/7/20,Glacier Bank,MT - 00
" $5,500 ",BILLINGS,MT,59101,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/30/20,Glacier Bank,MT - 00
" $5,500 ",HAMILTON,MT,59840,811112,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,2,6/17/20,Farmers State Bank,MT - 00
" $5,500 ",LOLO,MT,59847,812112,Corporation,White,Female Owned,Unanswered,,1,4/14/20,Clearwater FCU,MT - 01
" $5,500 ",HELENA,MT,59602,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,500 ",ENNIS,MT,59729,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/14/20,Madison Valley Bank,MT - 00
" $5,500 ",HAMILTON,MT,59840,236115,Corporation,Unanswered,Male Owned,Unanswered,,2,4/28/20,Farmers State Bank,MT - 00
" $5,500 ",WEST YELLOWSTONE,MT,59758,423410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/18/20,Bank of Idaho,MT - 00
" $5,500 ",LEWISTOWN,MT,59457,238990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/18/20,Stockman Bank of Montana,MT - 00
" $5,500 ",DILLON,MT,59725,621210,Corporation,White,Male Owned,Unanswered,,1,4/8/20,Stockman Bank of Montana,MT - 00
" $5,500 ",COLSTRIP,MT,59323,323113,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,1,4/8/20,First State Bank of Forsyth,MT - 00
" $5,500 ",SAINT IGNATIUS,MT,59865,561720,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,0,4/8/20,Valley Bank of Ronan,MT - 00
" $5,500 ",BILLINGS,MT,59101,524210,Corporation,Unanswered,Unanswered,Unanswered,,2,4/9/20,Glacier Bank,MT - 00
" $5,500 ",ALDER,MT,59710,561730,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,4/28/20,Opportunity Bank of Montana,MT - 00
" $5,500 ",EUREKA,MT,59917,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/15/20,Glacier Bank,MT - 00
" $5,500 ",HATHAWAY,MT,59333,112111,Corporation,White,Female Owned,Unanswered,,1,5/20/20,First State Bank of Forsyth,MT - 00
" $5,500 ",EAST HELENA,MT,59635,811310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,500 ",BROWNING,MT,59417,112111,Corporation,Unanswered,Male Owned,Non-Veteran,,2,4/28/20,Stockman Bank of Montana,MT - 00
" $5,500 ",BALLANTINE,MT,59006,112111,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,3,4/28/20,Stockman Bank of Montana,MT - 00
" $5,500 ",CONRAD,MT,59425,321999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/28/20,Glacier Bank,MT - 00
" $5,500 ",BOZEMAN,MT,59715,531120,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,3,4/9/20,Bank of Bozeman,MT - 00
" $5,500 ",MISSOULA,MT,59806,531210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1,4/15/20,Glacier Bank,MT - 00
" $5,500 ",ENNIS,MT,59729,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/28/20,First Interstate Bank,MT - 00
" $5,500 ",WHITEFISH,MT,59937,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/9/20,Glacier Bank,MT - 00
" $5,492 ",MISSOULA,MT,59804,238330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/30/20,First Interstate Bank,MT - 00
" $5,488 ",BILLINGS,MT,59102,541350,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 00
" $5,481 ",CHINOOK,MT,59523,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5/11/20,Glacier Bank,MT - 00
